Client IP,Client Port,Server IP,Server Port,TCP Connection Id,Timestamp comienzo(REQ),Timestamp final(REQ),Timestamp comienzo(RSP),Timestamp final(RSP),SMB2 command name,HayError?,Tipo de error,isCancelled,Tree id, ,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
Direccion IP del cliente de la conexion,Puerto del cliente,Direccion IP del servidor,Puerto del servidor,El identificador de la conexione que emplea procesaConexiones,Timestamp del comienzo del request,Timestamp del final del request,Timestamp del comienzo del response,Timestamp del final del response,"Negotiate, Session_Setup, Logoff, Tree_Connect, Tree_Disconnect, Create, Close,Flush, Read, Write, Lock, Ioctl, Cancel, Echo, Query_Directory, Change_Notify, Query_Info, Set_Info, Oplock_Break",Vale 1 si hay error en la respuesta y 0 si exito,Codigo en el campo Status de la respuesta (hexadecimal),Vale 1 si se vio un comando de CANCEL para este comando,,,,,,,
,,,,,,,,,TREE_CONNECT,,,,,Path,,,,,
,,,,,,,,,CREATE,,,,,FileID GUID (RSP) ,CreateOptions (REQ),FileAttributes (REQ) ,FileAttributes (RSP) ,AllocationSize (RSP),FilePath 
,,,,,,,,,CLOSE,,,,,FileID GUID (REQ/RSP) ,CreationTime (RSP) ,LastWrite (RSP),LastChange (RSP),File Attributes (RSP) ,EnfOfFile (RSP)
,,,,,,,,,QUERY_INFO,,,,,FileID GUID (REQ/RSP) ,InfoType (REQ),FileInfoClass (REQ),,,
,,,,,,,,,SET_INFO,,,,,FileID GUID (REQ/RSP) ,InfoType (REQ),FileInfoClass (REQ),"NewFilePathSolo para la File Info Class numero 10 (renombrado), contiene el nuevo path anonimizado (salvo la ultima extension,mantiene la estructura de subdirectorios)",,
,,,,,,,,,READ,,,,,FileID GUID (REQ/RSP),Length (REQ),Offset (REQ) ,DataLength (RSP) ,DataRemaining (RSP) ,
,,,,,,,,,WRITE,,,,,FileID GUID (REQ/RSP) ,Length (REQ),Offset (REQ) ,DataLength (RSP) ,,
,,,,,,,,,FLUSH,,,,,FileID GUID (REQ/RSP) ,,,,,
,,,,,,,,,LOCK,,,,,FileID GUID (REQ/RSP) ,,,,,
,,,,,,,,,IOCTL,,,,,FileID GUID (REQ/RSP) ,,,,,
,,,,,,,,,QUERY_DIRECTORY,,,,,FileID GUID (REQ/RSP) ,,,,,
,,,,,,,,,CHANGE_NOTIFY,,,,,FileID GUID (REQ/RSP) ,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
192.168.1.4,49245,192.168.1.5,445,40,22.360154,22.360154,22.363659,22.363659,NEGOTIATE,0,0,0,0.0,,,,,,
192.168.1.4,49245,192.168.1.5,445,40,22.367534,22.367534,22.368349,22.368349,SESSION_SETUP,0,c0000016,0,0.0,,,,,,
192.168.1.4,49245,192.168.1.5,445,40,22.369406,22.369406,22.373550,22.373550,SESSION_SETUP,0,0,0,0.0,,,,,,
192.168.1.4,49245,192.168.1.5,445,40,22.374216,22.374216,22.374447,22.374447,TREE_CONNECT,0,0,0,1.0,\\e3cef49e6725ef91\39e5c277df892afb,,,,,
192.168.1.4,49245,192.168.1.5,445,40,22.375238,22.375238,22.375431,22.375431,IOCTL,1,c000019c,0,1.0,ffffffffffffffff7800000028000000,,,,,
192.168.1.4,49245,192.168.1.5,445,40,22.375666,22.375666,22.375806,22.375806,IOCTL,1,c000019c,0,1.0,ffffffffffffffff7800000028000000,,,,,
192.168.1.4,49245,192.168.1.5,445,40,22.375990,22.375990,22.376140,22.376140,IOCTL,1,c000019c,0,1.0,ffffffffffffffff7800000028000000,,,,,
192.168.1.4,49245,192.168.1.5,445,40,22.376427,22.376427,22.376572,22.376572,IOCTL,1,c000019c,0,1.0,ffffffffffffffff7800000028000000,,,,,
192.168.1.4,49245,192.168.1.5,445,40,22.376800,22.376800,22.376937,22.376937,IOCTL,1,c000019c,0,1.0,ffffffffffffffff7800000028000000,,,,,
192.168.1.4,49245,192.168.1.5,445,40,22.377341,22.377341,22.377577,22.377577,TREE_CONNECT,0,0,0,5.0,\\e3cef49e6725ef91\5f8a970073c14e7d,,,,,
192.168.1.4,49245,192.168.1.5,445,40,22.379901,22.379901,22.381007,22.381007,CREATE,1,c0000034,0,5.0,0,100,0,0,0,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\f0a181a13fa7d279.ini
192.168.1.4,49245,192.168.1.5,445,40,22.386204,22.386204,22.386621,22.386621,CREATE,0,0,0,5.0,d50000000000000001000000ffffffff,8388641,0,48,98304,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236
192.168.1.4,49245,192.168.1.5,445,40,22.388876,22.388876,22.389288,22.389288,QUERY_INFO,0,0,0,5.0,0000000000000000d500000000000000,2,1,,,
192.168.1.4,49245,192.168.1.5,445,40,22.388876,22.388876,22.389288,22.389288,QUERY_INFO,0,0,0,5.0,0000000000000000d500000000000000,2,5,,,
192.168.1.4,49245,192.168.1.5,445,40,22.389469,22.389469,22.389625,22.389625,QUERY_INFO,0,0,0,5.0,0000000000000000d500000000000000,2,7,,,
192.168.1.4,49245,192.168.1.5,445,40,22.389941,22.389941,22.390123,22.390123,CLOSE,0,0,0,5.0,d50000000000000001000000ffffffff,0.000000,0.000000,0.000000,0,0
192.168.1.4,49245,192.168.1.5,445,40,22.390433,22.390433,22.390717,22.390717,CREATE,0,0,0,5.0,d90000000000000005000000ffffffff,8388641,0,48,98304,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236
192.168.1.4,49245,192.168.1.5,445,40,22.390433,22.390433,22.390717,22.390717,QUERY_INFO,0,0,0,5.0,0000000000000000ffffffffffffffff,2,7,,,
192.168.1.4,49245,192.168.1.5,445,40,22.393340,22.393340,22.393617,22.393617,CLOSE,0,0,0,5.0,d90000000000000005000000ffffffff,0.000000,0.000000,0.000000,0,0
192.168.1.4,49245,192.168.1.5,445,40,36.283122,36.283122,36.283692,36.283692,TREE_DISCONNECT,0,0,0,1.0,,,,,,
192.168.1.4,49245,192.168.1.5,445,40,76.110926,76.110926,76.112273,76.112273,CREATE,0,0,0,5.0,dd0000000000000009000000ffffffff,33,0,48,98304,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236
192.168.1.4,49245,192.168.1.5,445,40,76.113544,76.113544,76.158197,76.160204,QUERY_DIRECTORY,0,0,0,5.0,0,,,,,
192.168.1.4,49245,192.168.1.5,445,40,76.113544,76.113544,76.160204,76.160204,QUERY_DIRECTORY,0,80000006,0,5.0,0,,,,,
192.168.1.4,49245,192.168.1.5,445,40,76.162166,76.162166,76.162603,76.162603,CREATE,0,0,0,5.0,e1000000000000000d000000ffffffff,33,0,16,4096,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84
192.168.1.4,49245,192.168.1.5,445,40,76.163159,76.163159,76.165335,76.165366,QUERY_DIRECTORY,0,0,0,5.0,0,,,,,
192.168.1.4,49245,192.168.1.5,445,40,76.163159,76.163159,76.165366,76.165366,QUERY_DIRECTORY,0,80000006,0,5.0,0,,,,,
192.168.1.4,49245,192.168.1.5,445,40,76.165954,76.165954,76.166377,76.166377,CREATE,0,0,0,5.0,e50000000000000011000000ffffffff,33,0,16,0,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed
192.168.1.4,49245,192.168.1.5,445,40,76.166888,76.166888,76.168069,76.168069,QUERY_DIRECTORY,0,0,0,5.0,0,,,,,
192.168.1.4,49245,192.168.1.5,445,40,76.166888,76.166888,76.168069,76.168069,QUERY_DIRECTORY,0,80000006,0,5.0,0,,,,,
192.168.1.4,49245,192.168.1.5,445,40,76.182046,76.182046,76.182890,76.182890,CREATE,0,0,0,5.0,e90000000000000015000000ffffffff,96,0,32,2772,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\a621b9c40a1f6b40.pdf
192.168.1.4,49245,192.168.1.5,445,40,76.183506,76.183506,76.183782,76.183782,CREATE,0,0,0,5.0,ed0000000000000019000000ffffffff,96,0,32,2772,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\a621b9c40a1f6b40.pdf
192.168.1.4,49245,192.168.1.5,445,40,76.184346,76.184346,76.228081,76.228134,READ,0,0,0,5.0,e90000000000000015000000ffffffff,2772,0,2772,0,
192.168.1.4,49245,192.168.1.5,445,40,76.230220,76.230420,76.233225,76.233225,WRITE,0,0,0,5.0,ed0000000000000019000000ffffffff,2784,0,2784,,
192.168.1.4,49245,192.168.1.5,445,40,76.233584,76.233584,76.233941,76.233941,CLOSE,0,0,0,5.0,e90000000000000015000000ffffffff,0.000000,0.000000,0.000000,0,0
192.168.1.4,49245,192.168.1.5,445,40,76.234284,76.234284,76.237446,76.237446,CLOSE,0,0,0,5.0,ed0000000000000019000000ffffffff,1574864313.029382,1574868381.913374,1574868381.913374,32,2784
192.168.1.4,49245,192.168.1.5,445,40,76.238044,76.238044,76.244127,76.244127,CREATE,0,0,0,5.0,f1000000000000001d000000ffffffff,2097184,0,32,2784,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\a621b9c40a1f6b40.pdf
192.168.1.4,49245,192.168.1.5,445,40,76.641432,76.641432,76.644603,76.644603,SET_INFO,0,0,0,5.0,f1000000000000001d000000ffffffff,1,10,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\8b62cd598991e8bf.aleta,,
192.168.1.4,49245,192.168.1.5,445,40,76.645386,76.645386,76.646446,76.646446,QUERY_INFO,0,0,0,5.0,0000000000000000f100000000000000,1,34,,,
192.168.1.4,49245,192.168.1.5,445,40,76.647118,76.647118,76.648486,76.648486,CLOSE,0,0,0,5.0,f1000000000000001d000000ffffffff,0.000000,0.000000,0.000000,0,0
192.168.1.4,49245,192.168.1.5,445,40,76.649766,76.649766,76.650602,76.650602,CREATE,0,0,0,5.0,f50000000000000021000000ffffffff,96,128,32,0,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\a621b9c40a1f6b40.pdf
192.168.1.4,49245,192.168.1.5,445,40,76.652262,76.652262,76.652887,76.652887,WRITE,0,0,0,5.0,f50000000000000021000000ffffffff,83,0,83,,
192.168.1.4,49245,192.168.1.5,445,40,76.663117,76.663117,76.672300,76.672300,CLOSE,0,0,0,5.0,f50000000000000021000000ffffffff,1574864313.029382,1574868382.350875,1574868382.350875,32,83
192.168.1.4,49245,192.168.1.5,445,40,76.688978,76.688978,76.689522,76.689522,CREATE,0,0,0,5.0,f90000000000000025000000ffffffff,2097216,0,32,83,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\a621b9c40a1f6b40.pdf
192.168.1.4,49245,192.168.1.5,445,40,76.689950,76.689950,76.690189,76.690189,SET_INFO,0,0,0,5.0,f90000000000000025000000ffffffff,1,13,,,
192.168.1.4,49245,192.168.1.5,445,40,76.690406,76.690406,76.691081,76.691081,CLOSE,0,0,0,5.0,f90000000000000025000000ffffffff,0.000000,0.000000,0.000000,0,0
192.168.1.4,49245,192.168.1.5,445,40,76.691618,76.691618,76.692296,76.692296,CREATE,0,0,0,5.0,fd0000000000000029000000ffffffff,96,128,32,0,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\a621b9c40a1f6b40.pdf
192.168.1.4,49245,192.168.1.5,445,40,76.695794,76.695794,76.700588,76.700588,WRITE,0,0,0,5.0,fd0000000000000029000000ffffffff,83,0,83,,
192.168.1.4,49245,192.168.1.5,445,40,76.703444,76.703444,76.704485,76.704485,CLOSE,0,0,0,5.0,fd0000000000000029000000ffffffff,1574864313.029382,1574868382.382125,1574868382.382125,32,83
192.168.1.4,49245,192.168.1.5,445,40,76.705010,76.705010,76.705533,76.705533,CREATE,0,0,0,5.0,01010000000000002d000000ffffffff,2097216,0,32,83,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\a621b9c40a1f6b40.pdf
192.168.1.4,49245,192.168.1.5,445,40,76.705889,76.705889,76.706273,76.706273,SET_INFO,0,0,0,5.0,01010000000000002d000000ffffffff,1,13,,,
192.168.1.4,49245,192.168.1.5,445,40,76.706481,76.706481,76.707609,76.707609,CLOSE,0,0,0,5.0,01010000000000002d000000ffffffff,0.000000,0.000000,0.000000,0,0
192.168.1.4,49245,192.168.1.5,445,40,76.708080,76.708080,76.713401,76.713401,CREATE,1,c0000034,0,5.0,0,2097216,0,0,0,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\a621b9c40a1f6b40.pdf
192.168.1.4,49245,192.168.1.5,445,40,76.713981,76.713981,76.715486,76.715486,CREATE,0,0,0,5.0,050100000000000031000000ffffffff,96,128,32,0,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\92de13d3033c04c4.hta
192.168.1.4,49245,192.168.1.5,445,40,76.716274,76.716405,76.718045,76.718045,WRITE,0,0,0,5.0,050100000000000031000000ffffffff,3916,0,3916,,
192.168.1.4,49245,192.168.1.5,445,40,76.718321,76.718321,76.719088,76.719088,WRITE,0,0,0,5.0,050100000000000031000000ffffffff,174,3916,174,,
192.168.1.4,49245,192.168.1.5,445,40,76.719344,76.719344,76.721963,76.721963,WRITE,0,0,0,5.0,050100000000000031000000ffffffff,42,4090,42,,
192.168.1.4,49245,192.168.1.5,445,40,76.722469,76.722469,76.726211,76.726211,CLOSE,0,0,0,5.0,050100000000000031000000ffffffff,1574868382.397750,1574868382.397750,1574868382.397750,32,4132
192.168.1.4,49245,192.168.1.5,445,40,76.747986,76.747986,76.748952,76.748952,CREATE,0,0,0,5.0,090100000000000035000000ffffffff,96,0,32,57305,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\1138b1bb99fc5b11.pdf
192.168.1.4,49245,192.168.1.5,445,40,76.750100,76.750100,76.750594,76.750594,CREATE,0,0,0,5.0,0d0100000000000039000000ffffffff,96,0,32,57305,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\1138b1bb99fc5b11.pdf
192.168.1.4,49245,192.168.1.5,445,40,76.751867,76.751867,76.855865,76.857352,READ,0,0,0,5.0,090100000000000035000000ffffffff,57305,0,57305,0,
192.168.1.4,49245,192.168.1.5,445,40,76.859869,76.862304,76.864309,76.864309,WRITE,0,0,0,5.0,0d0100000000000039000000ffffffff,57312,0,57312,,
192.168.1.4,49245,192.168.1.5,445,40,76.864620,76.864620,76.865702,76.865702,CLOSE,0,0,0,5.0,090100000000000035000000ffffffff,0.000000,0.000000,0.000000,0,0
192.168.1.4,49245,192.168.1.5,445,40,76.865952,76.865952,76.867234,76.867234,CLOSE,0,0,0,5.0,0d0100000000000039000000ffffffff,1574864313.037382,1574868382.554000,1574868382.554000,32,57312
192.168.1.4,49245,192.168.1.5,445,40,76.867623,76.867623,76.868057,76.868057,CREATE,0,0,0,5.0,11010000000000003d000000ffffffff,2097184,0,32,57312,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\1138b1bb99fc5b11.pdf
192.168.1.4,49245,192.168.1.5,445,40,76.868505,76.868505,76.869469,76.869469,SET_INFO,0,0,0,5.0,11010000000000003d000000ffffffff,1,10,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\d41222cfb60efe02.aleta,,
192.168.1.4,49245,192.168.1.5,445,40,76.869714,76.869714,76.869884,76.869884,QUERY_INFO,0,0,0,5.0,1101000000000000,1,34,,,
192.168.1.4,49245,192.168.1.5,445,40,76.870187,76.870187,76.870823,76.870823,CLOSE,0,0,0,5.0,11010000000000003d000000ffffffff,0.000000,0.000000,0.000000,0,0
192.168.1.4,49245,192.168.1.5,445,40,76.871434,76.871434,76.905495,76.905495,CREATE,0,0,0,5.0,150100000000000041000000ffffffff,96,128,32,0,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\1138b1bb99fc5b11.pdf
192.168.1.4,49245,192.168.1.5,445,40,76.906471,76.906471,76.907914,76.907914,WRITE,0,0,0,5.0,150100000000000041000000ffffffff,83,0,83,,
192.168.1.4,49245,192.168.1.5,445,40,76.908191,76.908191,76.944659,76.944659,CLOSE,0,0,0,5.0,150100000000000041000000ffffffff,1574864313.037382,1574868382.585250,1574868382.585250,32,83
192.168.1.4,49245,192.168.1.5,445,40,76.946519,76.946519,76.951922,76.951922,CREATE,0,0,0,5.0,190100000000000045000000ffffffff,2097216,0,32,83,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\1138b1bb99fc5b11.pdf
192.168.1.4,49245,192.168.1.5,445,40,76.952796,76.952796,76.959805,76.959805,SET_INFO,0,0,0,5.0,190100000000000045000000ffffffff,1,13,,,
192.168.1.4,49245,192.168.1.5,445,40,76.960186,76.960186,76.960728,76.960728,CLOSE,0,0,0,5.0,190100000000000045000000ffffffff,0.000000,0.000000,0.000000,0,0
192.168.1.4,49245,192.168.1.5,445,40,76.962425,76.962425,76.963586,76.963586,CREATE,0,0,0,5.0,1d0100000000000049000000ffffffff,96,128,32,0,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\1138b1bb99fc5b11.pdf
192.168.1.4,49245,192.168.1.5,445,40,76.964379,76.964379,76.965074,76.965074,WRITE,0,0,0,5.0,1d0100000000000049000000ffffffff,83,0,83,,
192.168.1.4,49245,192.168.1.5,445,40,76.965360,76.965360,76.965905,76.965905,CLOSE,0,0,0,5.0,1d0100000000000049000000ffffffff,1574864313.037382,1574868382.647750,1574868382.647750,32,83
192.168.1.4,49245,192.168.1.5,445,40,76.966378,76.966378,76.966673,76.966673,CREATE,0,0,0,5.0,21010000000000004d000000ffffffff,2097216,0,32,83,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\1138b1bb99fc5b11.pdf
192.168.1.4,49245,192.168.1.5,445,40,76.967038,76.967038,76.967215,76.967215,SET_INFO,0,0,0,5.0,21010000000000004d000000ffffffff,1,13,,,
192.168.1.4,49245,192.168.1.5,445,40,76.967409,76.967409,76.967922,76.967922,CLOSE,0,0,0,5.0,21010000000000004d000000ffffffff,0.000000,0.000000,0.000000,0,0
192.168.1.4,49245,192.168.1.5,445,40,76.968228,76.968228,76.968470,76.968470,CREATE,1,c0000034,0,5.0,0,2097216,0,0,0,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\1138b1bb99fc5b11.pdf
192.168.1.4,49245,192.168.1.5,445,40,76.968811,76.968811,76.969400,76.969400,CREATE,0,0,0,5.0,250100000000000051000000ffffffff,96,128,32,0,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\92de13d3033c04c4.hta
192.168.1.4,49245,192.168.1.5,445,40,76.969869,76.969986,76.970522,76.970522,WRITE,0,0,0,5.0,250100000000000051000000ffffffff,3916,0,3916,,
192.168.1.4,49245,192.168.1.5,445,40,76.970716,76.970716,76.970884,76.970884,WRITE,0,0,0,5.0,250100000000000051000000ffffffff,174,3916,174,,
192.168.1.4,49245,192.168.1.5,445,40,76.971049,76.971049,76.971313,76.971313,WRITE,0,0,0,5.0,250100000000000051000000ffffffff,42,4090,42,,
192.168.1.4,49245,192.168.1.5,445,40,76.971801,76.971801,76.974006,76.974006,CLOSE,0,0,0,5.0,250100000000000051000000ffffffff,1574868382.397750,1574868382.663374,1574868382.663374,32,4132
192.168.1.4,49245,192.168.1.5,445,40,76.985456,76.985456,76.986677,76.986677,CREATE,0,0,0,5.0,290100000000000055000000ffffffff,96,0,32,63118,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\5af5b00227b16f3c.pdf
192.168.1.4,49245,192.168.1.5,445,40,76.987648,76.987648,76.988845,76.988845,CREATE,0,0,0,5.0,2d0100000000000059000000ffffffff,96,0,32,63118,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\5af5b00227b16f3c.pdf
192.168.1.4,49245,192.168.1.5,445,40,76.990754,76.990754,77.028508,77.029397,READ,0,0,0,5.0,290100000000000055000000ffffffff,63118,0,63118,0,
192.168.1.4,49245,192.168.1.5,445,40,77.032382,77.035419,77.036283,77.036283,WRITE,0,0,0,5.0,2d0100000000000059000000ffffffff,63120,0,63120,,
192.168.1.4,49245,192.168.1.5,445,40,77.036594,77.036594,77.036844,77.036844,CLOSE,0,0,0,5.0,290100000000000055000000ffffffff,0.000000,0.000000,0.000000,0,0
192.168.1.4,49245,192.168.1.5,445,40,77.037101,77.037101,77.037994,77.037994,CLOSE,0,0,0,5.0,2d0100000000000059000000ffffffff,1574864313.041382,1574868382.725875,1574868382.725875,32,63120
192.168.1.4,49245,192.168.1.5,445,40,77.038624,77.038624,77.039172,77.039172,CREATE,0,0,0,5.0,31010000000000005d000000ffffffff,2097184,0,32,63120,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\5af5b00227b16f3c.pdf
192.168.1.4,49245,192.168.1.5,445,40,77.039663,77.039663,77.040335,77.040335,SET_INFO,0,0,0,5.0,31010000000000005d000000ffffffff,1,10,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\f0b80acae4859169.aleta,,
192.168.1.4,49245,192.168.1.5,445,40,77.040623,77.040623,77.040840,77.040840,QUERY_INFO,0,0,0,5.0,3101000000000000,1,34,,,
192.168.1.4,49245,192.168.1.5,445,40,77.041146,77.041146,77.041816,77.041816,CLOSE,0,0,0,5.0,31010000000000005d000000ffffffff,0.000000,0.000000,0.000000,0,0
192.168.1.4,49245,192.168.1.5,445,40,77.042228,77.042228,77.043055,77.043055,CREATE,0,0,0,5.0,350100000000000061000000ffffffff,96,128,32,0,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\5af5b00227b16f3c.pdf
192.168.1.4,49245,192.168.1.5,445,40,77.043498,77.043498,77.043982,77.043982,WRITE,0,0,0,5.0,350100000000000061000000ffffffff,83,0,83,,
192.168.1.4,49245,192.168.1.5,445,40,77.044219,77.044219,77.044759,77.044759,CLOSE,0,0,0,5.0,350100000000000061000000ffffffff,1574864313.041382,1574868382.725875,1574868382.725875,32,83
192.168.1.4,49245,192.168.1.5,445,40,77.045282,77.045282,77.045559,77.045559,CREATE,0,0,0,5.0,390100000000000065000000ffffffff,2097216,0,32,83,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\5af5b00227b16f3c.pdf
192.168.1.4,49245,192.168.1.5,445,40,77.045937,77.045937,77.046110,77.046110,SET_INFO,0,0,0,5.0,390100000000000065000000ffffffff,1,13,,,
192.168.1.4,49245,192.168.1.5,445,40,77.046299,77.046299,77.046838,77.046838,CLOSE,0,0,0,5.0,390100000000000065000000ffffffff,0.000000,0.000000,0.000000,0,0
192.168.1.4,49245,192.168.1.5,445,40,77.047265,77.047265,77.047971,77.047971,CREATE,0,0,0,5.0,3d0100000000000069000000ffffffff,96,128,32,0,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\5af5b00227b16f3c.pdf
192.168.1.4,49245,192.168.1.5,445,40,77.048525,77.048525,77.050238,77.050238,WRITE,0,0,0,5.0,3d0100000000000069000000ffffffff,83,0,83,,
192.168.1.4,49245,192.168.1.5,445,40,77.050667,77.050667,77.051278,77.051278,CLOSE,0,0,0,5.0,3d0100000000000069000000ffffffff,1574864313.041382,1574868382.741501,1574868382.741501,32,83
192.168.1.4,49245,192.168.1.5,445,40,77.051732,77.051732,77.052201,77.052201,CREATE,0,0,0,5.0,41010000000000006d000000ffffffff,2097216,0,32,83,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\5af5b00227b16f3c.pdf
192.168.1.4,49245,192.168.1.5,445,40,77.052603,77.052603,77.052933,77.052933,SET_INFO,0,0,0,5.0,41010000000000006d000000ffffffff,1,13,,,
192.168.1.4,49245,192.168.1.5,445,40,77.053232,77.053232,77.054119,77.054119,CLOSE,0,0,0,5.0,41010000000000006d000000ffffffff,0.000000,0.000000,0.000000,0,0
192.168.1.4,49245,192.168.1.5,445,40,77.058434,77.058434,77.059041,77.059041,CREATE,1,c0000034,0,5.0,0,2097216,0,0,0,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\5af5b00227b16f3c.pdf
192.168.1.4,49245,192.168.1.5,445,40,77.059499,77.059499,77.060670,77.060670,CREATE,0,0,0,5.0,450100000000000071000000ffffffff,96,128,32,0,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\92de13d3033c04c4.hta
192.168.1.4,49245,192.168.1.5,445,40,77.061235,77.061355,77.062002,77.062002,WRITE,0,0,0,5.0,450100000000000071000000ffffffff,3916,0,3916,,
192.168.1.4,49245,192.168.1.5,445,40,77.063032,77.063032,77.063536,77.063536,WRITE,0,0,0,5.0,450100000000000071000000ffffffff,174,3916,174,,
192.168.1.4,49245,192.168.1.5,445,40,77.063934,77.063934,77.064507,77.064507,WRITE,0,0,0,5.0,450100000000000071000000ffffffff,42,4090,42,,
192.168.1.4,49245,192.168.1.5,445,40,77.064996,77.064996,77.066012,77.066012,CLOSE,0,0,0,5.0,450100000000000071000000ffffffff,1574868382.397750,1574868382.741501,1574868382.741501,32,4132
192.168.1.4,49245,192.168.1.5,445,40,77.077000,77.077000,77.077598,77.077598,CREATE,0,0,0,5.0,490100000000000075000000ffffffff,96,0,32,55534,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\b7ad8e23cce512d5.pdf
192.168.1.4,49245,192.168.1.5,445,40,77.078061,77.078061,77.078511,77.078511,CREATE,0,0,0,5.0,4d0100000000000079000000ffffffff,96,0,32,55534,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\b7ad8e23cce512d5.pdf
192.168.1.4,49245,192.168.1.5,445,40,77.079536,77.079536,77.153581,77.154934,READ,0,0,0,5.0,490100000000000075000000ffffffff,55534,0,55534,0,
192.168.1.4,49245,192.168.1.5,445,40,77.158070,77.159884,77.161052,77.161052,WRITE,0,0,0,5.0,4d0100000000000079000000ffffffff,55536,0,55536,,
192.168.1.4,49245,192.168.1.5,445,40,77.161334,77.161334,77.161716,77.161716,CLOSE,0,0,0,5.0,490100000000000075000000ffffffff,0.000000,0.000000,0.000000,0,0
192.168.1.4,49245,192.168.1.5,445,40,77.161930,77.161930,77.162530,77.162530,CLOSE,0,0,0,5.0,4d0100000000000079000000ffffffff,1574864313.041382,1574868382.850875,1574868382.850875,32,55536
192.168.1.4,49245,192.168.1.5,445,40,77.162936,77.162936,77.163243,77.163243,CREATE,0,0,0,5.0,51010000000000007d000000ffffffff,2097184,0,32,55536,7a38948f1e47001b\26cb119f0416e5ec\24d21b312950c236\73fd602535a45c84\7188548fc628a1ed\b7ad8e23cce512d5.pdf
